block,network_rate,generation_rate,AlphaPoints_bought,AlphaPoints_sold,exchange_rate,warehouse_capacity,warehouse_AlphaPoints_level,warehouse_AlphaPoints_max,AlphaPoints_per_block_in,AlphaPoints_per_block_out,token_price,average_transaction_cost_usd
183000,1.574223639,1.547955325,1.180151058,1.340385096,2.346182361,35.3305147,110058.371,311510.3522,1.340385096,1.180151058,0.037074835,0.43092529
184000,1.905331126,1.733969415,3.236932726,2.232427187,2.469602705,31.94854945,110519.1744,345931.7583,2.232427187,3.236932726,0.037127156,0.429709224
185000,1.967802534,2.493113432,1.506361295,2.579870546,3.471018933,21.71966507,111844.7944,514942.199,2.579870546,1.506361295,0.037179477,0.428503395
186000,2.253998912,2.069463101,0.299356952,2.815675664,3.640280895,27.16472457,112270.9863,413287.717,2.815675664,0.299356952,0.037231799,0.427307676
187000,2.334915669,3.577699676,0.822896652,3.129115016,5.277096332,14.88252296,113155.7876,760311.1498,3.129115016,0.822896652,0.037284121,0.42612194
188000,1.609229091,1.783458514,0.178844313,49.72698798,3.202081892,31.40567692,114190.3546,363440.0454,49.72698798,0.178844313,0.037336442,0.424965004
189000,3.216051859,3.676960662,3.155388352,1.035272044,3.324147473,15.21247044,115196.8928,757266.9629,1.035272044,3.155388352,0.037388764,0.42379881
190000,1.810413866,1.6725738,0.736785404,1.333740855,2.619840197,34.58776802,115615.665,334265.7669,1.333740855,0.736785404,0.037441085,0.422642231
191000,1.784789539,1.770489828,0.711895001,2.45797765,2.790524542,32.51398146,115955.4807,356627.3012,2.45797765,0.711895001,0.037493407,0.421495149
192000,1.749328791,1.842091672,1.059993713,0.871774631,2.66226987,31.29081585,116819.131,373334.2071,0.871774631,1.059993713,0.037545728,0.420357449
193000,1.42854613,1.652153344,62.27295869,1.371784556,2.293747575,34.66655895,117049.4238,337819.2947,1.371784556,62.27295869,0.03759805,0.419229014
194000,1.909478602,2.013327664,1.119052847,3.211943079,2.640241606,28.92484883,118041.755,408090.8523,3.211943079,1.119052847,0.037650371,0.418109733
195000,2.005959587,1.822006481,2.138688254,2.546288493,2.822584496,32.68427987,118779.284,363412.8606,2.546288493,2.138688254,0.037702693,0.416999494
196000,1.919844616,2.019352927,3.050752032,0.91895855,2.430287742,29.10234525,119088.5127,409213.2213,0.91895855,3.050752032,0.037755014,0.415898189
197000,4.749131793,3.295141739,0.332303065,1.62904214,3.281116028,18.93170181,120068.9908,634215.0074,1.62904214,0.332303065,0.037807336,0.414805709
198000,2.079614081,3.281459906,3.080452284,4.084055489,5.403818866,17.13298943,120390.1456,702674.4661,4.084055489,3.080452284,0.037859657,0.41372195
199000,1.944122451,2.069144136,3.171012495,2.637174163,3.063101665,28.61344217,120522.6359,421211.7126,2.637174163,3.171012495,0.037911979,0.412646808
200000,3.952654075,4.704616681,1.371243824,1.500103879,4.357412967,12.52750144,121580.1412,970504.8763,1.500103879,1.371243824,0.0379643,0.411580179
201000,1.912682007,1.991647421,2.229599847,2.224137187,3.193806517,30.34454278,122359.9909,403235.5907,2.224137187,2.229599847,0.038016622,0.410521964
202000,1.795697435,1.713274554,0.665103249,1.877731633,2.744394532,35.63592265,122463.0185,343647.075,1.877731633,0.665103249,0.038068943,0.409505749
203000,2.105164305,2.073085157,2.756526605,2.979681446,3.031204401,29.49173915,123055.4537,417253.2178,2.979681446,2.756526605,0.038121264,0.408463979
204000,2.157777753,2.117726175,1.740141628,0.916667195,2.227011281,29.04077056,123737.1547,426083.6603,0.916667195,1.740141628,0.038173586,0.407430329
205000,1.751608183,1.749951762,1.342008489,0.870225297,2.666321349,35.17969729,124126.0727,352835.7378,0.870225297,1.342008489,0.038225908,0.406404706
206000,1.800849105,1.867719671,2.695902096,1.622112891,3.290408803,33.06038762,124951.4779,377952.4703,1.622112891,2.695902096,0.038278229,0.405387016
207000,2.453633463,3.891811739,2.258645749,4.990675128,6.060862502,14.54442773,125113.482,860197.131,4.990675128,2.258645749,0.038330551,0.404377168
208000,2.549956714,2.375034688,2.025874392,0.861734402,2.903827516,26.49986254,125898.3482,475094.9636,0.861734402,2.025874392,0.038382872,0.403375072
209000,2.13913319,2.122588688,2.723201513,3.415464266,3.163542144,29.59540388,126539.6261,427562.7878,3.415464266,2.723201513,0.038435194,0.402380638
210000,1.817296106,1.980403671,0.155913717,1.062416055,2.726202084,31.49113058,126819.0571,402710.6944,1.062416055,0.155913717,0.038487515,0.401393778
211000,2.429923258,2.223838181,15.39995152,2.654504261,3.399330137,28.66616432,127251.6415,443953.3155,2.654504261,15.39995152,0.038539837,0.400414408
212000,1.823476011,2.028737532,0.574410747,0.99031114,2.981346603,30.87938663,127640.1605,413349.3521,0.99031114,0.574410747,0.038592158,0.399442441
213000,2.549616574,3.64400588,2.876490013,2.76593355,5.156127494,16.82157857,128085.2746,761434.9906,2.76593355,2.876490013,0.03864448,0.398477794
214000,2.028096498,1.897643242,1.911770972,0.922006308,2.496534706,33.97334471,129028.592,379796.5223,0.922006308,1.911770972,0.038696801,0.397520386
215000,2.325764211,2.555819759,2.852630635,2.84130231,3.513150473,24.96740884,129900.4731,520280.1992,2.84130231,2.852630635,0.038749123,0.396570133
216000,2.039982589,1.961199537,3.002510102,2.751140287,2.601012315,33.15912093,130549.1865,393705.9673,2.751140287,3.002510102,0.038801444,0.395651216
217000,4.231227697,2.000629757,0.167708606,1.048935648,2.325439663,36.81921162,131074.083,355991.3316,1.048935648,0.167708606,0.038853766,0.39471498
218000,2.44913178,3.519508876,2.28429878,3.384945657,5.244082372,17.80572972,132265.2973,742818.1758,3.384945657,2.28429878,0.038906087,0.393785666
219000,2.452842001,2.33052286,1.121444702,1.255257004,2.609298491,28.31297252,132289.0063,467237.6678,1.255257004,1.121444702,0.038958409,0.392863196
220000,3.62563121,4.375907971,1.828553935,2.598046049,5.247411274,14.85151723,134063.1468,902684.724,2.598046049,1.828553935,0.03901073,0.391947495
221000,2.146224344,2.271085485,2.93582662,2.341340258,3.487595137,29.15092905,134270.1446,460605.3512,2.341340258,2.93582662,0.039063052,0.391038488
222000,1.933258486,1.978505285,3.314932347,3.031676862,3.109273169,33.71388581,134800.9234,399838.8304,3.031676862,3.314932347,0.039115373,0.390136103
223000,1.918928198,1.698144951,3.646077584,1.797544312,2.767668367,40.04573787,135216.898,337660.7692,1.797544312,3.646077584,0.039167695,0.389240268
224000,5.349335584,5.808392538,3.637460378,8.493073212,7.865639635,11.1514905,135431.214,1214423.834,8.493073212,3.637460378,0.039220016,0.388350911
225000,1.843797737,2.052957994,2.163070166,2.921149325,3.366385972,32.56644923,136231.0827,418314.9464,2.921149325,2.163070166,0.039272338,0.387467962
226000,2.137279491,2.184080681,2.881985984,2.398310896,3.104395743,31.18858402,137648.0362,441342.6393,2.398310896,2.881985984,0.039324659,0.386591353
227000,2.050946002,2.099110412,1.618725511,1.577387039,3.079065559,32.45116365,137658.6901,424202.7586,1.577387039,1.618725511,0.039376981,0.385721015
228000,2.283253777,2.107055418,4.095457726,1.531347608,2.804078829,32.80797816,138133.2159,421043.2577,1.531347608,4.095457726,0.039429302,0.384856882
229000,2.324201447,2.151183575,3.173730542,3.399629982,3.146903957,32.15737923,138384.5157,430334.4772,3.399629982,3.173730542,0.039481624,0.383998886
230000,6.869845579,2.637467738,3.688427614,2.795662037,2.690040298,28.91858778,138935.2542,480438.9068,2.795662037,3.688427614,0.039533945,0.383146964
231000,2.201391905,2.212168379,0.292425794,3.530996618,3.007369479,31.20399882,139236.7715,446204.1347,3.530996618,0.292425794,0.039586267,0.382317715
232000,2.04055441,2.169480972,3.082079333,2.329667697,3.0723136,31.77283795,139832.5629,440103.3221,2.329667697,3.082079333,0.039638588,0.38147771
233000,1.831450475,1.85490148,2.083503636,1.4508417,2.443349816,37.53828351,140561.2422,374449.3934,1.4508417,2.083503636,0.03969091,0.380643589
234000,2.825921567,3.450907837,1.647204859,4.587428687,4.656991142,19.70975147,140318.3644,711908.6425,4.587428687,1.647204859,0.039743231,0.379815289
235000,2.436050005,2.262607174,2.120233319,2.707330812,3.020183454,31.12589964,140833.1338,452460.9677,2.707330812,2.120233319,0.039795553,0.37899275
236000,2.911783557,2.819334657,2.32903765,0.950867496,3.464649713,25.06802604,141987.9353,566416.0122,0.950867496,2.32903765,0.039847874,0.378175912
237000,1.825115764,2.200356951,1.874384455,2.140979435,3.295395392,31.56887405,142551.0877,451554.9743,2.140979435,1.874384455,0.039900196,0.377364716
238000,2.139927822,2.162746009,2.075097149,2.191231889,2.658585318,32.87765157,143519.8573,436526.7418,2.191231889,2.075097149,0.039952517,0.376559103
239000,2.244696081,2.637137721,3.655949536,2.71952633,7.299498023,26.47449998,144492.829,545784.6814,2.71952633,3.655949536,0.040004839,0.375759017
240000,6.048622708,5.588244697,2.853091508,7.402845757,5.16413007,12.46703853,144998.2425,1163016.32,7.402845757,2.853091508,0.04005716,0.374964401
241000,2.3444058,2.412858645,2.518077802,3.812118464,3.333726269,29.91383033,145946.3686,487884.9445,3.812118464,2.518077802,0.040109481,0.374175198
242000,2.436764682,2.239881386,3.803254324,1.789925702,2.982709938,32.6908227,146250.8485,447382.0166,1.789925702,3.803254324,0.040161803,0.373391353
243000,4.495712989,4.558761059,4.057014814,1.377097299,3.902699611,15.91894907,146512.8083,920384.176,1.377097299,4.057014814,0.040214125,0.372612813
244000,2.074566556,2.33690187,0.682134793,2.104254594,3.064179335,31.02357104,147886.5811,476686.4486,2.104254594,0.682134793,0.040266446,0.371839523
245000,2.064026557,2.110717549,4.296658491,2.277341741,2.748928356,34.77035163,148297.5254,426511.4898,2.277341741,4.296658491,0.040318768,0.371100969
246000,2.261027265,2.359085347,3.686461701,3.881424662,3.064868846,31.09476332,148531.3288,477672.5017,3.881424662,3.686461701,0.040371089,0.370337962
247000,2.402480223,2.442709898,2.172816294,1.654097614,2.475431553,30.30637931,149502.0813,493304.0614,1.654097614,2.172816294,0.040423411,0.369580048
248000,2.013608841,2.156508202,2.747333779,3.406391471,3.034195325,34.37233678,150477.4315,437784.5283,3.406391471,2.747333779,0.040475732,0.368827178
249000,2.15528919,2.221050702,2.612498751,3.37411143,3.367242207,33.65820435,151179.93,449159.9339,3.37411143,2.612498751,0.040528054,0.368079301
250000,1.77365848,1.979270273,1.15165846,2.720716976,2.978082479,37.58023338,151594.2875,403384.1857,2.720716976,1.15165846,0.040580375,0.367336368
251000,2.466596587,2.331339336,2.645047468,2.982135539,3.160631678,32.52183371,151918.8338,467127.709,2.982135539,2.645047468,0.040632697,0.366598329
252000,2.768214311,2.556356557,1.612983336,0.958180638,3.489774386,29.87264039,152669.9155,511071.5635,0.958180638,1.612983336,0.040685018,0.365865137
253000,4.646772801,4.427466859,0.958666749,5.692857112,5.382021052,17.19262967,152662.1188,887923.4158,5.692857112,0.958666749,0.04073734,0.365136744
254000,3.937465999,5.580061225,3.722850829,9.607930527,6.73247054,12.88352693,153120.1707,1188450.076,9.607930527,3.722850829,0.040789661,0.364413103
255000,2.454516951,2.427611085,2.232337303,2.668390771,3.57226672,31.43407588,153661.3341,488835.4239,2.668390771,2.232337303,0.040841983,0.363694168
256000,2.825798828,2.533023274,0.66071121,1.311047079,3.728369042,30.60083313,154364.8659,504444.4865,1.311047079,0.66071121,0.040894304,0.362979893
257000,2.537464446,2.532872577,1.142251852,2.090725272,2.940210337,30.42666415,155338.0957,510529.6671,2.090725272,1.142251852,0.040946626,0.362270233
258000,2.627379126,2.538539212,0.719779418,1.460814309,3.334688293,30.52833133,155659.8878,509884.2286,1.460814309,0.719779418,0.040998947,0.361565142
259000,2.442697101,3.095606986,4.309521274,2.989571331,4.028672107,24.53905412,156540.7362,637930.278,2.989571331,4.309521274,0.041051268,0.360864578
260000,2.213961777,2.41727472,0.558331797,2.177009739,3.141913543,31.97707354,157214.0048,491640.9437,2.177009739,0.558331797,0.04110359,0.360192646
261000,3.273872287,3.618554335,1.870586882,5.197667307,4.076839039,21.40432823,157713.6431,736815.0699,5.197667307,1.870586882,0.041155912,0.359500959
262000,2.355537174,2.454230528,0.628514137,1.694753961,3.291885398,31.8025595,158021.2918,496878.9556,1.694753961,0.628514137,0.041208233,0.358813669
263000,2.729050247,2.363839459,3.967621904,1.590405018,3.072516864,33.8295129,158591.0861,468802.0894,1.590405018,3.967621904,0.041260555,0.358130735
264000,2.213631418,2.461507987,1.84658009,3.433684849,3.449800851,31.74403116,159197.9706,501500.2119,3.433684849,1.84658009,0.041312876,0.357452115
265000,2.242338224,2.473435515,1.89756319,3.410471524,3.96124952,31.68495844,159605.4044,503721.3217,3.410471524,1.89756319,0.041365198,0.35677777
266000,2.714489522,2.39917079,4.129141349,0.857780897,2.517766729,33.53279781,159942.4588,476982.9557,0.857780897,4.129141349,0.041417519,0.356107659
267000,4.101973204,3.258153855,1.571399055,1.069437776,3.784131073,25.15976742,160754.5819,638937.0824,1.069437776,1.571399055,0.041469841,0.355441741
268000,2.137482481,2.270837847,0.203076559,2.462970436,3.543304098,34.98941783,161186.5111,460665.7131,2.462970436,0.203076559,0.041522162,0.354779978
269000,2.608083885,3.066583486,17.95631655,2.939972295,4.340391776,25.7650106,161824.4124,628136.4726,2.939972295,17.95631655,0.041574484,0.354122331
270000,3.091890862,4.223295301,2.559576083,3.921733721,6.253290227,18.54106649,162398.463,875877.884,3.921733721,2.559576083,0.041626805,0.353468762
271000,4.597750598,4.522736627,1.955048097,2.973157276,5.761568395,17.85335193,163397.5218,915214.7135,2.973157276,1.955048097,0.041679127,0.352819232
272000,2.026795046,1.97987801,4.553370358,1.664496694,2.955774072,41.16425865,163891.6923,398147.778,1.664496694,4.553370358,0.041731448,0.352173706
273000,2.430428829,2.930449619,2.207223965,2.193867284,4.440401095,27.37702019,164698.8725,601595.3696,2.193867284,2.207223965,0.04178377,0.351532144
274000,1.857013263,2.176053113,2.865660193,2.665975135,3.435748164,37.35839445,166417.5013,445462.6691,2.665975135,2.865660193,0.041836091,0.350921884
275000,2.099935416,2.189654213,2.123385218,2.222485042,3.298752118,37.54977321,166472.594,443338.2166,2.222485042,2.123385218,0.041888413,0.350288095
276000,5.31686647,3.407124396,3.599063843,1.180159993,3.545668116,25.76200884,166510.207,646349.5411,1.180159993,3.599063843,0.041940734,0.349658165
277000,2.299681344,2.52937048,0.194671087,3.076120974,3.673666712,32.54120994,167523.5269,514795.3803,3.076120974,0.194671087,0.041993056,0.349032058
278000,2.681409817,2.771803411,1.054445761,4.20381383,3.537734329,29.91906338,167763.471,560713.8149,4.20381383,1.054445761,0.042045377,0.348409739
279000,2.332721448,2.373367516,0.942117865,3.468646463,3.589224911,35.18259182,168688.6351,479459.0162,3.468646463,0.942117865,0.042097698,0.347791173
280000,2.258633658,2.468807373,4.05545628,1.356610255,3.387349975,33.72812312,169370.3833,502171.6789,1.356610255,4.05545628,0.04215002,0.347176328
281000,3.986440469,5.277753969,2.211227206,5.768200136,6.670596099,15.3714593,170129.8551,1106767.385,5.768200136,2.211227206,0.042202342,0.346565169
282000,2.431259164,2.692790728,3.489055148,1.965884197,3.675390858,31.16226652,170897.516,548416.5891,1.965884197,3.489055148,0.042254663,0.345957664
283000,2.788066547,3.300209505,4.246624043,4.644843222,6.67071853,25.17287886,171636.7526,681830.4547,4.644843222,4.246624043,0.042306985,0.34535378
284000,2.634349367,2.828523287,0.207969453,3.863208708,4.413444973,30.01844569,172414.8591,574350.8697,3.863208708,0.207969453,0.042359306,0.344753484
285000,2.539423928,2.736518561,3.914037368,1.740015371,3.407595385,31.02405179,172449.5776,555864.6974,1.740015371,3.914037368,0.042411628,0.344156745
286000,3.049857189,3.688622117,3.735567442,2.863523016,6.072298637,22.55243807,172577.5612,765231.8242,2.863523016,3.735567442,0.042463949,0.343563531
287000,2.745639684,2.75678984,4.185957681,3.48171574,3.76335321,31.16846822,173320.1291,556077.4822,3.48171574,4.185957681,0.042516271,0.342973811
288000,2.779259744,2.700265525,1.660434844,2.235994678,3.470800103,32.0621208,174000.804,542697.1894,2.235994678,1.660434844,0.042568592,0.342414815
289000,2.549324953,2.82097577,2.813732661,4.28448338,3.980258308,30.49559684,175190.5773,574473.4475,4.28448338,2.813732661,0.042620914,0.341831945
290000,2.544692701,2.590266083,1.697753505,1.451891637,3.329831834,33.66533572,176124.9261,523164.7574,1.451891637,1.697753505,0.042673235,0.341252478
291000,3.061002354,2.795183699,3.638632305,3.216361067,4.146238238,31.61123925,176349.2946,557870.3049,3.216361067,3.638632305,0.042725557,0.340676384
292000,2.588246907,2.673041356,2.882834424,2.846221998,3.761883934,32.71288455,176873.4809,540684.5649,2.846221998,2.882834424,0.042777878,0.340103634
293000,2.986063212,2.512272762,3.218080525,1.04909276,3.256614602,35.74370184,177436.6646,496419.857,1.04909276,3.218080525,0.0428302,0.339534199
294000,2.639097441,2.694303456,3.195440717,2.540225805,2.905917735,32.67386863,177857.3786,544343.3585,2.540225805,3.195440717,0.042882521,0.33896805
295000,2.374357061,2.682776906,1.644661841,4.140576952,3.858175803,32.57191787,178298.8435,547392.8439,4.140576952,1.644661841,0.042934843,0.338405159
296000,3.365806436,4.37960441,0.561597165,6.25021971,5.640213227,19.45028569,178358.8441,916969.3358,6.25021971,0.561597165,0.042987164,0.337845498
297000,2.111898379,2.017641305,4.935766852,2.24043556,2.904815906,44.04309056,178264.4677,404756.253,2.24043556,4.935766852,0.043039485,0.337289038
